10.650035381317139,-2891
10.661225080490112,-2875
10.673025131225586,3225
10.683892726898193,3269
10.695201635360718,-2767
10.756600141525269,6177
10.818408966064453,3125
10.829358100891113,3381
10.840873718261719,-2839
10.852098226547241,-811
10.91370701789856,5817
10.925075054168701,6341
10.93617033958435,7477
10.947688341140747,5957
11.009617805480957,-2638
11.07144021987915,13589
11.132253170013428,-2811
11.19364309310913,-6699
11.255404949188232,-2695
11.26653528213501,-2787
11.277976036071777,-2811
11.288671970367432,-795
11.300217151641846,-4475
11.312109231948853,-2187
11.322961330413818,-4427
11.33436894416809,3189
11.345773696899414,-2814
11.40756368637085,5941
11.41870641708374,5557
11.480354070663452,-2659
11.491232872009277,3381
11.502512454986572,-4555
11.514188528060913,-2691
11.57520341873169,-6447
11.637038230895996,-2715
11.648045539855957,-2723
11.659671306610107,-2323
11.670765161514282,-2635
11.732115268707275,13293
11.74373483657837,5941
11.805583477020264,-2833
11.866788625717163,19509
11.87782597541809,6197
11.88911247253418,15605
11.900766134262085,5853
11.961905002593994,-2823
11.973461389541626,2845
11.984796285629272,-2831
11.995988368988037,-4027
12.007492542266846,-2795
12.018624782562256,-2907
12.030023336410522,-2763
12.041690587997437,-1007
12.103362560272217,-6499
12.164266109466553,13525
12.225600004196167,-2763
12.236999273300171,-2311
12.248662233352661,-2779
12.310843706130981,7221
12.371307611465454,-3787
12.3827383518219,-459
12.394195318222046,-2739
12.40518069267273,3317
12.416727304458618,-2773
12.47831678390503,14693
12.539604902267456,-2763
12.550790309906006,3157
12.56230640411377,-2827
12.623530864715576,6325
12.685003280639648,3381
12.696290493011475,3169
12.707626342773438,-2823
12.719021081924438,-2763
12.73077654838562,-2641
12.7922842502594,5946
12.80308985710144,8373
12.864629983901978,-2667
12.87645149230957,-2783
12.887605428695679,-2819
12.898589372634888,2933
12.910550594329834,-715
12.921840906143188,-2863
12.98281192779541,15685
13.044228792190552,-2763
13.05558156967163,-2729
13.117416620254517,5757
13.178601741790771,-3259
13.18972635269165,-4555
13.201289176940918,-2775
13.262810945510864,6101
13.324048280715942,-2759
13.335583686828613,-2839
13.396733283996582,6069
13.458203792572021,-2627
13.469847917556763,-2315
13.481054067611694,-4427
13.492254495620728,3293
13.503670454025269,-2575
13.51505446434021,-2791
13.52657699584961,-2807
13.587759733200073,6005
13.649131536483765,3289
13.660617113113403,-4507
13.671959161758423,-2775
13.683220386505127,3133
13.694718599319458,-2763
13.756012439727783,6441
13.817704677581787,-2772
13.87922978401184,6069
13.89047884941101,6001
13.951618671417236,-7147
14.013201475143433,3365
14.024410724639893,-2803
14.085684299468994,19733
14.097148418426514,17717
14.108556985855103,6453
14.120123624801636,6965
14.1315336227417,6113
14.192739009857178,-2683
14.204161405563354,-2893
14.26553201675415,6041
14.326680898666382,-2795
14.338538408279419,-2743
14.349474906921387,-331
14.411240100860596,13589
14.472350835800171,-3723
14.483866453170776,-3659
14.49532437324524,-2735
14.506709814071655,-2756
14.568336009979248,5941
14.62918210029602,3237
14.640628099441528,-2779
14.652179956436157,-2751
14.663590431213379,-2347
14.674670934677124,-3019
14.686350584030151,-2299
14.697657823562622,-2615
14.759748935699463,7437
14.820229053497314,3141
14.831548690795898,-2779
14.84298825263977,3061
14.854245662689209,3153
14.86576533317566,3141
14.92699146270752,6109
14.988464832305908,-2599
15.049926519393921,5833
15.061281204223633,7221
15.072537183761597,7165
15.134133100509644,-2632
15.195444345474243,5941
15.206955909729004,13189
15.268250942230225,-2739
15.27963924407959,-693
15.341296195983887,-6923
15.352426767349243,-5579
15.413662195205688,3253
15.425197124481201,-2767
15.43656873703003,-2811
15.447933435440063,2777
15.459146499633789,2797
15.47063159942627,-2771
15.482097387313843,-2251
15.493379592895508,-2667
15.504644870758057,-3403
15.516109943389893,-2795
15.527512311935425,-2775
15.589209079742432,-6410
15.650315761566162,5929
15.711836814880371,3005
15.72296953201294,-2871
15.78437352180481,5824
15.795716047286987,13509
15.807048797607422,6313
15.868859052658081,-2583
15.880058288574219,-2703
15.8914315700531,-2603
15.902620792388916,3365
15.914018154144287,3189
15.925644636154175,-2825
15.986670732498169,5913
16.04822874069214,-2794
16.109548568725586,9077
16.171209573745728,-6605
16.232447147369385,5868
16.243626356124878,6965
16.255088806152344,5844
16.266500234603882,13685
16.277997255325317,17669
16.339742422103882,-4491
16.350874185562134,-2707
16.362159967422485,-1835
16.37364363670349,-3179
16.38471269607544,-2247
16.39611029624939,-2779
16.40791368484497,-2763
16.418937921524048,-2698
16.480276107788086,5829
16.54187512397766,-2795
16.55309295654297,-2867
16.56457829475403,-3931
16.575866222381592,-2764
16.63728666305542,6317
16.648488521575928,5877
16.710280656814575,-4571
16.721352577209473,-2607
16.73262667655945,-2707
16.74406337738037,-2699
16.755627632141113,-2740
16.81772756576538,6501
16.82855772972107,15029
16.88978123664856,-2291
16.90106749534607,-2769
16.96245288848877,7317
17.023655652999878,-2635
17.035274744033813,-3131
17.04655408859253,-4747
17.057795763015747,-2251
17.06916856765747,-2491
17.08054804801941,-2808
17.141999006271362,6313
17.203766107559204,3229
17.214831590652466,-2727
17.2763249874115,-6907
17.33810782432556,-2763
17.349905252456665,-2699
17.36049795150757,-2795
17.37191343307495,3349
17.383901596069336,-2507
17.44462275505066,7221
17.506041049957275,-2763
17.517205238342285,-2767
17.52884078025818,-2987
17.54037833213806,-2827
17.55131697654724,-2687
17.562682628631592,-2763
17.57541561126709,-2647
17.585448026657104,-2755
17.596716165542603,-721
17.658341884613037,-5175
17.719733476638794,-2768
17.78118348121643,7477
17.842987537384033,-1995
17.853894233703613,-2738
17.915830850601196,6069
17.97704005241394,-3627
17.988173007965088,-4283
17.999501705169678,-3835
18.010953426361084,-2675
18.072179555892944,6453
18.083402633666992,5974
18.09495234489441,6129
